EMPRESA (SIGLA),MÊS,AEROPORTO DE ORIGEM (UF),AEROPORTO DE DESTINO (REGIÃO),ORDER
AZU,4,RS,SUDESTE,31360
AZU,4,RS,SUL,
AZU,4,RS,SUL,566
AZU,4,RS,SUL,11320
AZU,4,RS,,3524
AZU,4,PI,SUDESTE,9244
AZU,4,TO,SUDESTE,36920
AZU,4,RS,SUL,
AZU,4,RS,SUL,5934
AZU,4,PE,SUDESTE,30060
AZU,4,PE,NORDESTE,17780
AZU,4,BA,SUDESTE,21945
AZU,4,BA,SUDESTE,37910
AZU,4,BA,SUDESTE,3348
AZU,4,BA,NORDESTE,9223
AZU,4,RO,NORTE,
AZU,4,RO,CENTRO-OESTE,34350
AZU,4,RO,NORTE,19786
AZU,4,RO,SUDESTE,64584
AZU,4,AC,NORTE,2960
AZU,4,AC,NORTE,9216
AZU,4,MT,SUDESTE,11737
AZU,4,PE,NORDESTE,39204
AZU,4,PE,NORTE,1678
AZU,4,PE,NORTE,93968
AZU,4,PE,CENTRO-OESTE,46312
AZU,4,PE,SUDESTE,1608
AZU,4,PE,SUDESTE,165624
AZU,4,PE,NORDESTE,24705
AZU,4,PE,NORDESTE,627
AZU,4,PE,NORDESTE,68970
AZU,4,PE,SUDESTE,292039
AZU,4,PE,NORDESTE,
AZU,4,PE,NORDESTE,10682
AZU,4,PE,NORDESTE,12250
AZU,4,PE,NORDESTE,4290
AZU,4,PE,SUDESTE,2106
AZU,4,PE,SUDESTE,237978
AZU,4,PE,NORDESTE,20996
AZU,4,PE,NORDESTE,5076
AZU,4,PE,NORDESTE,17780
AZU,4,PE,NORDESTE,0
AZU,4,PE,SUDESTE,167850
AZU,4,PE,NORDESTE,32841
AZU,4,PE,NORDESTE,30025
AZU,4,PE,NORTE,
AZU,4,PE,SUDESTE,189481
AZU,4,PE,NORDESTE,50622
AZU,4,PE,NORDESTE,27173
AZU,4,RJ,CENTRO-OESTE,1856
AZU,4,RJ,CENTRO-OESTE,29696
AZU,4,RJ,SUDESTE,375
AZU,4,RJ,SUDESTE,50250
AZU,4,RJ,SUL,21632
AZU,4,RJ,SUDESTE,14
AZU,4,RJ,SUDESTE,14
AZU,4,RJ,SUDESTE,814
AZU,4,RJ,SUDESTE,70818
AZU,4,RJ,SUL,30240
AZU,4,RJ,NORDESTE,3348
AZU,4,RJ,NORDESTE,1865
AZU,4,RJ,NORDESTE,165985
AZU,4,RJ,SUDESTE,0
AZU,4,RJ,NORDESTE,2081
AZU,4,RJ,SUDESTE,50874
AZU,4,RJ,SUDESTE,836
AZU,4,SP,SUDESTE,218
AZU,4,SP,SUDESTE,17876
AZU,4,RN,SUDESTE,1800
AZU,4,RN,SUDESTE,1800
AZU,4,RN,SUDESTE,5400
AZU,4,RN,SUDESTE,29835
AZU,4,RN,NORDESTE,32841
AZU,4,RN,SUDESTE,2081
AZU,4,MT,CENTRO-OESTE,8883
AZU,4,MT,SUDESTE,1526
AZU,4,MA,SUDESTE,79590
AZU,4,MA,NORDESTE,5820
AZU,4,MA,NORDESTE,30025
AZU,4,RS,SUL,5635
AZU,4,PA,NORTE,1420
AZU,4,PA,NORTE,21300
AZU,4,PA,NORTE,1767
AZU,4,PA,SUDESTE,2433
AZU,4,PA,NORDESTE,2288
AZU,4,PA,NORDESTE,
AZU,4,SP,CENTRO-OESTE,873
AZU,4,SP,SUDESTE,57640
AZU,4,SP,NORDESTE,189481
AZU,4,SP,SUDESTE,50508
AZU,4,SP,SUDESTE,0
AZU,4,SP,NORDESTE,45880
AZU,4,SP,SUDESTE,28730
AZU,4,BA,SUDESTE,85351
AZU,4,BA,NORDESTE,225
AZU,4,BA,NORDESTE,739
AZU,4,BA,SUDESTE,1458
AZU,4,BA,SUDESTE,160380
AZU,4,BA,NORDESTE,9223
AZU,4,BA,NORDESTE,649
AZU,4,BA,NORDESTE,49324
AZU,4,BA,SUDESTE,45880
AZU,4,BA,NORDESTE,0
AZU,4,PI,SUDESTE,100352
AZU,4,PI,NORDESTE,1080
AZU,4,PI,NORDESTE,27173
AZU,4,AM,NORTE,5200
AZU,4,AM,NORTE,586
AZU,4,AM,NORTE,4102
AZU,4,MS,SUDESTE,6916
AZU,4,AM,NORTE,2210
AZU,4,AM,NORTE,28730
AZU,4,AM,NORTE,0
AZU,4,RS,SUL,6500
AZU,4,RS,SUL,566
AZU,4,RS,SUL,
AZU,4,MG,SUDESTE,908
AZU,4,MG,SUDESTE,27240
AZU,4,MG,SUDESTE,41536
AZU,4,MG,SUDESTE,9614
AZU,4,BA,SUDESTE,18510
AZU,4,ES,SUDESTE,37536
AZU,4,ES,SUDESTE,90860
AZU,4,ES,SUDESTE,836
AZU,4,ES,SUDESTE,0
AZU,4,MG,SUDESTE,8800
AZU,4,BA,SUDESTE,12690
AZU,4,BA,SUDESTE,7650
AZU,4, LIMA METROPOLITAN AREA,SC,11896
AZU,4, MONTEVIDEO,CE,
AZU,4, MONTEVIDEO,SP,5843
AZU,4, MONTEVIDEO,SP,6296
AZU,4, MONTEVIDEO,SP,5843
AZU,4, MONTEVIDEO,RS,2887
AZU,4,GO,SUDESTE,6990
AZU,5,,SUDESTE,115824
AZU,5,,,4977
AZU,5,,SUDESTE,4650
AZU,5, FLORIDA, FLORIDA,0
AZU,5, FLORIDA,SP,789231
AZU,5, FLORIDA,SP,308492
AZU,5,,SUDESTE,166488
AZU,5,,NORTE,5504
AZU,5,SP,SUDESTE,726
AZU,5,SP,SUDESTE,6380
AZU,5,SP,NORDESTE,
AZU,5,SE,NORDESTE,0
AZU,5,SE,SUDESTE,5133
AZU,5,SE,NORDESTE,216
AZU,5,SE,NORDESTE,39204
AZU,5,MT,CENTRO-OESTE,9002
AZU,5,SP,SUDESTE,397
AZU,5,SP,SUDESTE,17071
AZU,5,PA,NORTE,0
AZU,5,PA,NORTE,18681
AZU,5,PA,SUDESTE,2087
AZU,5,PA,SUDESTE,110611
AZU,5,PA,NORTE,4968
AZU,5,PA,NORTE,1299
AZU,5,PA,NORTE,58455
AZU,5,PA,NORDESTE,35216
AZU,5,PA,NORTE,12636
AZU,5,PA,NORDESTE,7600
AZU,5,PA,SUDESTE,146949
AZU,5,PA,NORTE,13919
AZU,5,PA,NORTE,16779
AZU,5,PA,NORTE,
AZU,5,PA,NORDESTE,100680
AZU,5,PA,NORTE,2840
AZU,5,PA,NORTE,33370
AZU,5,MG,SUDESTE,175
AZU,5,DF,NORTE,1612
AZU,5,DF,CENTRO-OESTE,0
AZU,5,DF,SUDESTE,591
AZU,5,DF,SUDESTE,55554
AZU,5,DF,NORTE,1948
AZU,5,DF,SUDESTE,914
AZU,5,DF,SUDESTE,118104
AZU,5,DF,NORDESTE,43004
AZU,5,DF,SUDESTE,928
AZU,5,DF,SUDESTE,40832
AZU,5,RR,NORTE,18681
AZU,5,RR,NORTE,1316
AZU,5,RR,NORTE,25662
AZU,5,PR,SUDESTE,684
AZU,5,PR,SUDESTE,21204
AZU,5,MG,NORTE,2087
AZU,5,MG,NORTE,110611
AZU,5,MG,SUDESTE,225
AZU,5,MG,CENTRO-OESTE,591
AZU,5,MG,CENTRO-OESTE,55554
AZU,5,MG,SUDESTE,0
AZU,5,MG,NORTE,27829
AZU,5,MG,SUL,847
AZU,5,MG,CENTRO-OESTE,35360
AZU,5,MG,NORTE,5078
AZU,5,MG,NORDESTE,3716
AZU,5,MG,SUDESTE,362
AZU,5,MG,CENTRO-OESTE,40114
AZU,5,MG,SUDESTE,43736
AZU,5,MG,SUDESTE,6944
AZU,5,MG,NORDESTE,23219
AZU,5,MG,NORDESTE,24700
AZU,5,MG,SUDESTE,499
AZU,5,MG,SUDESTE,998
AZU,5,MG,SUDESTE,110279
AZU,5,MG,SUDESTE,16900
AZU,5,MG,NORDESTE,2854
AZU,5,MG,SUL,4086
AZU,5,MG,NORDESTE,26334
AZU,5,MG,NORDESTE,1608
AZU,5,MG,NORDESTE,173664
AZU,5,MG,SUDESTE,58125
AZU,5,MG,NORDESTE,3600
AZU,5,MG,NORDESTE,85275
AZU,5,MG,SUDESTE,64452
AZU,5,MG,NORDESTE,88228
AZU,5,MG,SUDESTE,40406
AZU,5,MG,SUDESTE,11704
AZU,5,MG,NORDESTE,15425
AZU,5,MG,SUDESTE,36363
AZU,5,MG,NORDESTE,12690
AZU,5,MG,NORDESTE,8160
AZU,5,MS,CENTRO-OESTE,353
AZU,5,MS,SUDESTE,828
AZU,5,MS,SUDESTE,62100
AZU,5,MS,CENTRO-OESTE,432
AZU,5,SC,SUL,410
AZU,5,SC,SUL,4100
AZU,5,SC,SUDESTE,721
AZU,5,SC,SUDESTE,22351
AZU,5,PA,NORTE,4968
AZU,5,PA,SUDESTE,27829
AZU,5,GO,SUDESTE,4856
AZU,5,RJ,SUDESTE,2097
AZU,5,MS,SUDESTE,10620
AZU,5,PR,SUL,0
AZU,5,PR,SUL,14391
AZU,5,PR,SUDESTE,673
AZU,5,PR,SUDESTE,14360
AZU,5,PR,SUDESTE,349
AZU,5,PR,SUDESTE,58283
AZU,5,PR,SUL,28302
AZU,5,PR,SUDESTE,31096
AZU,5,RS,SUDESTE,23142
AZU,5,MT,CENTRO-OESTE,9002
AZU,5,MT,SUDESTE,35360
AZU,5,MT,CENTRO-OESTE,0
AZU,5,MT,SUDESTE,73150
AZU,5,MT,SUDESTE,1247
AZU,5,MT,SUDESTE,112230
AZU,5,MT,NORTE,35495
AZU,5,MT,CENTRO-OESTE,12267
AZU,5,AC,NORTE,2992
AZU,5,MS,CENTRO-OESTE,1953
AZU,5,MS,SUDESTE,
AZU,5,SP,SUDESTE,449
AZU,5,SP,SUDESTE,27389
AZU,5,SP,NORDESTE,4329
AZU,5,AM,,5504
AZU,5,AM,NORTE,3897
AZU,5,AM,NORTE,41568
AZU,5,AM,CENTRO-OESTE,1948
AZU,5,AM,NORTE,1316
AZU,5,AM,NORTE,25662
AZU,5,AM,SUDESTE,5078
AZU,5,AM,NORTE,0
AZU,5,AM,SUDESTE,39300
AZU,5,AM,SUDESTE,343220
AZU,5,AM,NORTE,761
AZU,5,AM,NORTE,22830
AZU,5,AM,NORTE,4608
AZU,5,AM,NORTE,10368
AZU,5,AM,NORTE,9424
AZU,5,AM,NORTE,9360
AZU,5,AM,NORTE,34255
AZU,5,AM,SUDESTE,5746
AZU,5,AM,SUDESTE,2873
AZU,5,AM,,2205
AZU,5,PR,SUL,14391
AZU,5,PR,SUDESTE,23171
AZU,5,PR,SUL,2935
AZU,5,SC,SUDESTE,987
AZU,5,SC,SUL,410
AZU,5,SC,SUL,4100
AZU,5,SC,SUDESTE,2152
AZU,5,SC,SUDESTE,63484
AZU,5,SC,SUL,1089
AZU,5,PE,NORDESTE,549
AZU,5,PE,NORDESTE,29646
AZU,5,CE,NORTE,35216
AZU,5,CE,SUDESTE,3716
AZU,5,CE,NORTE,9560
AZU,5,CE,NORTE,7170
AZU,5,CE,NORDESTE,0
AZU,5,CE,SUDESTE,123490
AZU,5,CE,NORDESTE,627
AZU,5,CE,NORDESTE,68343
AZU,5,RJ,CENTRO-OESTE,914
AZU,5,RJ,SUDESTE,398
AZU,5,RJ,SUDESTE,36218
AZU,5,RJ,NORDESTE,1859
AZU,5,RJ,SUDESTE,56
AZU,5,GO,SUDESTE,647
AZU,5,GO,SUDESTE,39467
AZU,5,GO,CENTRO-OESTE,715
AZU,5,GO,SUDESTE,97202
AZU,5,GO,NORTE,2133
AZU,5,GO,NORDESTE,1242
AZU,5,SP,SUDESTE,43736
AZU,5,SP,SUL,14360
AZU,5,SP,CENTRO-OESTE,1330
AZU,5,SP,CENTRO-OESTE,73150
AZU,5,SP,SUL,515
AZU,5,SP,SUDESTE,996
AZU,5,SP,SUL,85734
AZU,5,SP,NORDESTE,302544
AZU,5,SP,SUDESTE,10633
AZU,5,SP,SUDESTE,28
AZU,5,MG,SUDESTE,6944
AZU,5,PA,NORTE,12636
AZU,5,BA,SUDESTE,23219
AZU,5,MA,NORTE,7600
AZU,5,MA,NORDESTE,
AZU,5,MA,NORDESTE,4365
AZU,5,SC,SUDESTE,9885
AZU,5,CE,SUDESTE,24700
AZU,5,CE,SUDESTE,
AZU,5,PB,NORDESTE,0
AZU,5,PB,NORDESTE,218
AZU,5,PB,NORDESTE,109
AZU,5,PB,NORDESTE,12753
AZU,5,CE,SUDESTE,60357
AZU,5,CE,NORDESTE,12740
AZU,5,SC,SUDESTE,17380
AZU,5,PB,NORDESTE,143
AZU,5,PB,NORDESTE,6721
AZU,5,SP,,115728
AZU,5,SP,,783282
AZU,5,SP,,649706
AZU,5,SP,,166488
AZU,5,SP,SUDESTE,6380
AZU,5,SP,NORDESTE,5133
AZU,5,SP,SUDESTE,17865
AZU,5,SP,NORTE,2409
AZU,5,SP,NORTE,185493
AZU,5,SP,CENTRO-OESTE,798
AZU,5,SP,CENTRO-OESTE,118902
AZU,5,SP,SUL,21204
AZU,5,SP,SUDESTE,109281
AZU,5,SP,CENTRO-OESTE,828
AZU,5,SP,CENTRO-OESTE,62100
AZU,5,SP,SUL,721
AZU,5,SP,SUL,22351
AZU,5,SP,CENTRO-OESTE,4856
AZU,5,SP,CENTRO-OESTE,1180
AZU,5,SP,SUL,58632
AZU,5,SP,SUL,23142
AZU,5,SP,CENTRO-OESTE,113477
AZU,5,SP,CENTRO-OESTE,6853
AZU,5,SP,SUDESTE,28287
AZU,5,SP,NORTE,23580
AZU,5,SP,NORTE,311780
AZU,5,SP,SUL,23171
AZU,5,SP,SUL,1076
AZU,5,SP,SUL,65636
AZU,5,SP,NORDESTE,123490
AZU,5,SP,SUDESTE,398
AZU,5,SP,SUDESTE,36218
AZU,5,SP,CENTRO-OESTE,97944
AZU,5,SP,SUDESTE,83
AZU,5,SP,SUL,9885
AZU,5,SP,NORDESTE,
AZU,5,SP,NORDESTE,60357
AZU,5,SP,SUL,17380
AZU,5,SP,SUDESTE,0
AZU,5,SP,SUL,411
AZU,5,SP,SUL,32058
AZU,5,SP,SUL,28557
AZU,5,SP,SUDESTE,8127
AZU,5,SP,NORDESTE,69336
AZU,5,SP,NORTE,
AZU,5,SP,SUL,48442
AZU,5,SP,SUL,1748
AZU,5,SP,SUL,186162
AZU,5,SP,NORDESTE,6933
AZU,5,SP,NORTE,36920
AZU,5,SP,NORDESTE,30060
AZU,5,SP,NORDESTE,40140
AZU,5,SP,NORTE,9568
AZU,5,SP,NORTE,74152
AZU,5,SP,CENTRO-OESTE,14938
AZU,5,SP,NORDESTE,46332
AZU,5,SP,NORDESTE,256932
AZU,5,SP,SUDESTE,814
AZU,5,SP,SUDESTE,84249
AZU,5,SP,SUDESTE,23544
AZU,5,SP,NORDESTE,59670
AZU,5,SP,NORDESTE,2292
AZU,5,SP,SUDESTE,35490
AZU,5,SP,NORDESTE,151632
AZU,5,SP,NORDESTE,102400
AZU,5,SP,CENTRO-OESTE,6916
AZU,5,SP,SUDESTE,43424
AZU,5,SP,SUDESTE,105490
AZU,5,SP,SUDESTE,7920
AZU,5,SP,,
AZU,5,SP,CENTRO-OESTE,8388
AZU,5,PR,SUDESTE,411
AZU,5,PR,SUDESTE,32058
AZU,5,PA,NORTE,13919
AZU,5,RJ,SUDESTE,765
AZU,5,RJ,SUDESTE,
AZU,5,PR,SUDESTE,28557
AZU,5,MG,SUDESTE,16900
AZU,5,MG,SUDESTE,0
AZU,5,SP,SUDESTE,8127
AZU,5,AL,SUDESTE,2854
AZU,5,AL,SUDESTE,67410
AZU,5,AL,NORDESTE,181
AZU,5,AL,NORDESTE,24073
AZU,5,AP,NORTE,17108
AZU,5,AP,SUDESTE,
AZU,5,RN,NORDESTE,423
AZU,5,RN,NORDESTE,9306
AZU,5,SC,SUDESTE,48442
AZU,5,RS,SUL,1740
AZU,5,RS,SUL,325
AZU,5,RS,SUL,2275
AZU,5,RS,SUDESTE,4086
AZU,5,RS,SUL,28836
AZU,5,RS,SUL,2935
AZU,5,RS,SUDESTE,86600
AZU,5,RS,SUDESTE,874
AZU,5,RS,SUDESTE,4370
AZU,5,RS,SUDESTE,183540
AZU,5,RS,SUL,348
AZU,5,RS,SUL,2784
AZU,5,RS,SUL,0
AZU,5,RS,SUL,3094
AZU,5,RS,SUDESTE,1120
AZU,5,RS,SUDESTE,57120
AZU,5,RS,SUDESTE,1042
AZU,5,RS,SUL,1225
AZU,5,RS,SUL,2264
AZU,5,PI,SUDESTE,11555
AZU,5,PI,NORDESTE,810
AZU,5,TO,CENTRO-OESTE,2133
AZU,5,TO,SUDESTE,36920
AZU,5,RS,SUL,1105
AZU,5,RS,SUL,3612
AZU,5,PE,SUDESTE,1198
AZU,5,PE,SUDESTE,30060
AZU,5,PE,NORDESTE,27940
AZU,5,BA,SUDESTE,3678
AZU,5,BA,SUDESTE,26334
AZU,5,BA,SUDESTE,
AZU,5,BA,SUDESTE,40140
AZU,5,BA,SUDESTE,3576
AZU,5,BA,NORDESTE,401
AZU,5,BA,NORDESTE,2807
AZU,5,BA,SUDESTE,3018
AZU,5,RO,NORTE,
AZU,5,RO,CENTRO-OESTE,35495
AZU,5,RO,NORTE,23591
AZU,5,RO,SUDESTE,9568
AZU,5,RO,SUDESTE,74152
AZU,5,RO,NORTE,0
AZU,5,AC,NORTE,1184
AZU,5,AC,NORTE,3456
AZU,5,AC,NORTE,6912
AZU,5,AC,SUDESTE,2647
AZU,5,AC,SUDESTE,2647
AZU,5,MT,SUDESTE,1067
AZU,5,MT,SUDESTE,14938
AZU,5,PE,NORDESTE,39600
AZU,5,PE,NORTE,102358
AZU,5,PE,CENTRO-OESTE,43004
AZU,5,PE,SUDESTE,173664
AZU,5,PE,NORDESTE,549
AZU,5,PE,NORDESTE,29646
AZU,5,PE,NORDESTE,2508
AZU,5,PE,NORDESTE,70851
AZU,5,PE,SUDESTE,302544
AZU,5,PE,NORDESTE,
AZU,5,PE,NORDESTE,13080
AZU,5,PE,NORDESTE,12740
AZU,5,PE,NORDESTE,7007
AZU,5,PE,SUDESTE,37908
AZU,5,PE,SUDESTE,259038
AZU,5,PE,NORDESTE,24073
AZU,5,PE,NORDESTE,9729
AZU,5,PE,NORDESTE,28575
AZU,5,PE,NORDESTE,0
AZU,5,PE,SUDESTE,1865
AZU,5,PE,SUDESTE,158525
AZU,5,PE,NORDESTE,33375
AZU,5,PE,NORDESTE,30025
AZU,5,PE,NORTE,
AZU,5,PE,SUDESTE,227803
AZU,5,PE,NORDESTE,64900
AZU,5,PE,NORDESTE,46850
AZU,5,PE,SUDESTE,24956
AZU,5,RJ,CENTRO-OESTE,40832
AZU,5,RJ,SUDESTE,375
AZU,5,RJ,SUDESTE,58500
AZU,5,RJ,SUDESTE,
AZU,5,RJ,SUL,31772
AZU,5,RJ,SUL,757
AZU,5,RJ,SUDESTE,14
AZU,5,RJ,SUDESTE,10976
AZU,5,RJ,SUDESTE,83842
AZU,5,RJ,SUDESTE,1413
AZU,5,RJ,SUL,1120
AZU,5,RJ,SUL,56000
AZU,5,RJ,NORDESTE,158525
AZU,5,RJ,SUDESTE,0
AZU,5,RJ,SUDESTE,67710
AZU,5,SP,SUDESTE,23544
AZU,5,SP,SUL,1042
AZU,5,SP,SUDESTE,0
AZU,5,RN,SUDESTE,3600
AZU,5,RN,SUDESTE,59670
AZU,5,RN,NORDESTE,33375
AZU,5,RN,NORDESTE,0
AZU,5,MT,CENTRO-OESTE,12267
AZU,5,MA,SUDESTE,85275
AZU,5,MA,NORDESTE,4365
AZU,5,MA,SUDESTE,2292
AZU,5,MA,NORDESTE,31226
AZU,5,RS,SUL,3430
AZU,5,RS,SUL,1290
AZU,5,PA,NORTE,33370
AZU,5,PA,NORTE,1767
AZU,5,PA,NORTE,9424
AZU,5,PA,SUDESTE,2433
AZU,5,PA,NORDESTE,
AZU,5,SP,SUDESTE,524
AZU,5,SP,SUDESTE,63928
AZU,5,SP,SUDESTE,1080
AZU,5,SP,SUDESTE,84
AZU,5,SP,NORDESTE,229932
AZU,5,SP,SUDESTE,366
AZU,5,SP,SUDESTE,66612
AZU,5,SP,SUDESTE,0
AZU,5,SP,NORDESTE,38480
AZU,5,SP,SUDESTE,338
AZU,5,SP,SUDESTE,35152
AZU,5,SP,NORDESTE,3576
AZU,5,SP,SUDESTE,0
AZU,5,BA,SUDESTE,959
AZU,5,BA,SUDESTE,88228
AZU,5,BA,CENTRO-OESTE,1242
AZU,5,BA,SUDESTE,1458
AZU,5,BA,SUDESTE,151632
AZU,5,BA,NORDESTE,401
AZU,5,BA,NORDESTE,2807
AZU,5,BA,NORDESTE,64251
AZU,5,BA,SUDESTE,35520
AZU,5,PI,SUDESTE,96256
AZU,5,PI,NORDESTE,1350
AZU,5,PI,NORDESTE,46850
AZU,5,AM,NORTE,9360
AZU,5,MS,SUDESTE,6916
AZU,5,AM,NORTE,34255
AZU,5,RS,SUL,1300
AZU,5,RS,SUL,566
AZU,5,RS,SUL,3962
AZU,5,MG,SUDESTE,40406
AZU,5,MG,SUDESTE,43424
AZU,5,MG,NORDESTE,3018
AZU,5,MG,SUDESTE,11704
AZU,5,BA,SUDESTE,15425
AZU,5,ES,SUDESTE,782
AZU,5,ES,SUDESTE,35581
AZU,5,ES,SUDESTE,2310
AZU,5,ES,SUDESTE,102410
AZU,5,ES,NORDESTE,29360
AZU,5,ES,SUDESTE,418
AZU,5,ES,SUDESTE,0
AZU,5,MG,SUDESTE,7920
AZU,5,,NORTE,2205
AZU,5,BA,SUDESTE,12690
AZU,5,BA,SUDESTE,8160
AZU,5,GO,SUDESTE,8388
AZU,6,,SUDESTE,164084
AZU,6,,NORDESTE,3063
AZU,6, FLORIDA,SP,469752
AZU,6, FLORIDA,SP,734192
AZU,6, FLORIDA,PE,56224
AZU,6,,,2809
AZU,6,,,0
AZU,6,,SUDESTE,7928
AZU,6,,SUDESTE,158560
AZU,6,,NORTE,3888
AZU,6,,NORTE,5504
AZU,6,SP,SUDESTE,
AZU,6,SP,SUDESTE,968
AZU,6,SP,SUDESTE,220
AZU,6,SP,SUDESTE,8580
AZU,6,SP,NORDESTE,
AZU,6,SE,NORDESTE,0
AZU,6,SE,SUDESTE,2424
AZU,6,SE,SUDESTE,3422
AZU,6,SE,SUDESTE,44486
AZU,6,SE,NORDESTE,396
AZU,6,SE,NORDESTE,396
AZU,6,SE,NORDESTE,36828
AZU,6,MT,CENTRO-OESTE,12217
AZU,6,SP,SUDESTE,21438
AZU,6,SP,SUL,307
AZU,6,PA,NORTE,0
AZU,6,PA,NORTE,22992
AZU,6,PA,SUDESTE,2087
AZU,6,PA,SUDESTE,118959
AZU,6,PA,NORTE,8832
AZU,6,PA,NORTE,1299
AZU,6,PA,NORTE,83136
AZU,6,PA,NORDESTE,60208
AZU,6,PA,NORTE,14040
AZU,6,PA,NORDESTE,8075
AZU,6,PA,SUDESTE,2409
AZU,6,PA,SUDESTE,2409
AZU,6,PA,SUDESTE,142131
AZU,6,PA,NORTE,13919
AZU,6,PA,NORTE,16450
AZU,6,PA,NORTE,
AZU,6,PA,NORDESTE,97324
AZU,6,PA,NORDESTE,9310
AZU,6,PA,NORTE,41890
AZU,6,PA,,1065
AZU,6,MG,SUDESTE,100
AZU,6,MG,SUDESTE,25
AZU,6,MG,SUDESTE,2405
AZU,6,MG,SUDESTE,481
AZU,6,DF,CENTRO-OESTE,0
AZU,6,DF,SUDESTE,1182
AZU,6,DF,SUDESTE,59100
AZU,6,DF,CENTRO-OESTE,14032
AZU,6,DF,NORTE,1948
AZU,6,DF,SUDESTE,798
AZU,6,DF,SUDESTE,116508
AZU,6,DF,SUL,1605
AZU,6,DF,SUL,1605
AZU,6,DF,NORDESTE,56236
AZU,6,DF,SUDESTE,51968
AZU,6,RR,NORTE,22992
AZU,6,RR,NORTE,0
AZU,6,RR,NORTE,658
AZU,6,RR,NORTE,23688
AZU,6,PR,SUL,9219
AZU,6,PR,SUDESTE,17784
AZU,6,MG,NORDESTE,2424
AZU,6,MG,NORTE,6261
AZU,6,MG,NORTE,114785
AZU,6,MG,SUDESTE,150
AZU,6,MG,CENTRO-OESTE,591
AZU,6,MG,CENTRO-OESTE,59691
AZU,6,MG,SUDESTE,0
AZU,6,MG,NORTE,40925
AZU,6,MG,SUL,25410
AZU,6,MG,CENTRO-OESTE,35360
AZU,6,MG,NORTE,2539
AZU,6,MG,SUL,2534
AZU,6,MG,NORDESTE,5574
AZU,6,MG,NORDESTE,31586
AZU,6,MG,SUDESTE,362
AZU,6,MG,SUDESTE,362
AZU,6,MG,SUDESTE,362
AZU,6,MG,CENTRO-OESTE,647
AZU,6,MG,CENTRO-OESTE,52407
AZU,6,MG,SUDESTE,43239
AZU,6,MG,SUDESTE,224
AZU,6,MG,SUDESTE,10528
AZU,6,MG,NORDESTE,1498
AZU,6,MG,NORDESTE,21721
AZU,6,MG,NORDESTE,15200
AZU,6,MG,SUDESTE,499
AZU,6,MG,SUDESTE,499
AZU,6,MG,SUDESTE,105788
AZU,6,MG,NORTE,35301
AZU,6,MG,SUDESTE,24700
AZU,6,MG,NORDESTE,2854
AZU,6,MG,NORDESTE,4281
AZU,6,MG,SUL,2724
AZU,6,MG,SUL,36774
AZU,6,MG,NORDESTE,627
AZU,6,MG,NORDESTE,21945
AZU,6,MG,NORDESTE,173664
AZU,6,MG,SUDESTE,375
AZU,6,MG,SUDESTE,45750
AZU,6,MG,NORDESTE,5400
AZU,6,MG,NORDESTE,87170
AZU,6,MG,SUDESTE,524
AZU,6,MG,SUDESTE,56068
AZU,6,MG,NORDESTE,959
AZU,6,MG,NORDESTE,93982
AZU,6,MG,NORDESTE,710
AZU,6,MG,SUDESTE,40860
AZU,6,MG,SUDESTE,10868
AZU,6,MG,NORDESTE,15425
AZU,6,MG,SUDESTE,391
AZU,6,MG,SUDESTE,36363
AZU,6,MG,SUDESTE,562
AZU,6,MG,NORDESTE,12690
AZU,6,MG,NORDESTE,8670
AZU,6,MS,CENTRO-OESTE,877
AZU,6,MS,CENTRO-OESTE,353
AZU,6,MS,CENTRO-OESTE,8355
AZU,6,MS,SUDESTE,828
AZU,6,MS,SUDESTE,67896
AZU,6,SC,SUL,390
AZU,6,SC,SUL,3690
AZU,6,SC,SUDESTE,721
AZU,6,SC,SUDESTE,721
AZU,6,SC,SUDESTE,36050
AZU,6,SC,SUL,350
AZU,6,PA,NORTE,9384
AZU,6,PA,SUDESTE,40925
AZU,6,GO,SUDESTE,4856
AZU,6,RJ,SUDESTE,233
AZU,6,RJ,SUDESTE,1864
AZU,6,MS,SUDESTE,14160
AZU,6,PR,SUL,8780
AZU,6,PR,SUDESTE,24563
AZU,6,PR,SUL,390
AZU,6,PR,SUL,0
AZU,6,PR,SUL,25051
AZU,6,PR,SUDESTE,673
AZU,6,PR,SUDESTE,18668
AZU,6,PR,SUDESTE,52001
AZU,6,PR,SUL,315
AZU,6,PR,SUL,6615
AZU,6,PR,SUL,8441
AZU,6,PR,SUL,39516
AZU,6,PR,SUDESTE,48672
AZU,6,RS,SUL,0
AZU,6,RS,SUDESTE,1064
AZU,6,RS,SUDESTE,18354
AZU,6,MT,CENTRO-OESTE,12217
AZU,6,MT,CENTRO-OESTE,12278
AZU,6,MT,SUDESTE,35360
AZU,6,MT,CENTRO-OESTE,557
AZU,6,MT,CENTRO-OESTE,9469
AZU,6,MT,CENTRO-OESTE,0
AZU,6,MT,CENTRO-OESTE,16390
AZU,6,MT,SUDESTE,3990
AZU,6,MT,SUDESTE,70490
AZU,6,MT,SUDESTE,1247
AZU,6,MT,SUDESTE,133429
AZU,6,MT,NORTE,34350
AZU,6,MT,SUDESTE,33180
AZU,6,MT,CENTRO-OESTE,12690
AZU,6,MT,NORTE,7560
AZU,6,MS,CENTRO-OESTE,2790
AZU,6,MS,SUDESTE,
AZU,6,SP,SUDESTE,824
AZU,6,SP,CENTRO-OESTE,878
